Year,Month,Season,EnergyUse,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex
2020,7,Summer,78998,88.6,70.38709677,78.95483871,91.55483871,70.38709677,80.17741935,67.50645161,71.12258065,0.102935484,41.93548387,9.946129032,#DIV/0!,0,0,22.59677419,12.28064516,210.4516129,1013.154839,29.05806452,9.287096774,199.9967742,17.22258065,7.483870968
2020,8,Summer,72167,83.81290323,67.81935484,75.2,86.3483871,67.81935484,76.0516129,66.16774194,75.65483871,0.151096774,54.83870968,10.6183871,#DIV/0!,0,0,21.92580645,12,187.3967742,1013.629032,28.48387097,9.280645161,169.4580645,14.66129032,6.774193548
2020,9,Fall,58636,75.74333333,57.53333333,66.49666667,76.32,56.86666667,66.46333333,57.22666667,74.58666667,0.135966667,40,7.917,#DIV/0!,0,0,19.89,11.28666667,160.29,1018.26,34.47,9.373333333,154.1066667,13.29666667,5.9
2020,10,Fall,66096,64.5,48.23870968,56.2483871,64.38064516,46.76451613,55.68387097,49.53548387,80.4,0.135774194,38.70967742,14.65032258,#DIV/0!,0,0,21.13548387,11.16451613,190.5096774,1018.570968,49.58709677,8.441935484,88.69354839,7.680645161,3.967741935
2020,11,Fall,100885,59.41,39.6,49.47333333,58.46666667,37.10666667,47.80333333,38.94,69.41333333,0.141266667,30,10.139,#DIV/0!,0,0,24.05666667,14.00666667,247.33,1020.63,37.01333333,9.1,67.00333333,5.78,3.366666667
2020,12,Winter,177625,43.79354839,28.83870968,36.52580645,40.23548387,23.07741935,31.93870968,27.55483871,71.17419355,0.103741935,38.70967742,10.88774194,#DIV/0!,0.125806452,0.190322581,24.4516129,13.89677419,240.3870968,1016.651613,44.31935484,8.819354839,45.25483871,3.912903226,2.483870968
2021,1,Winter,203445,39.42580645,27.31612903,33.29032258,35.19354839,20.25806452,27.60967742,22.0516129,65.21935484,0.04716129,25.80645161,7.661290323,#DIV/0!,0.038709677,0.04516129,23.16774194,14.04516129,265.6580645,1015.6,46.14516129,8.993548387,60.04193548,5.193548387,3.032258065
2021,2,Winter,198212,37.36785714,26.31428571,32.1,33.75,18.95357143,26.08928571,22.23928571,69.1,0.122785714,53.57142857,18.30392857,#DIV/0!,0.417857143,1.096428571,23.07857143,13.35714286,214.3607143,1018.071429,56.61071429,8.064285714,77.71071429,6.632142857,3.178571429
2021,3,Spring,117929,54.39677419,35.37419355,44.70645161,52.48387097,29.82903226,41.37419355,27.91935484,56.30322581,0.10483871,25.80645161,9.139677419,#DIV/0!,0,0,26.07096774,15.15483871,214.3483871,1020.212903,33.56451613,9.112903226,164.9290323,14.22903226,5.935483871
2021,4,Spring,68924,62.84333333,42.91666667,52.96333333,62.11,39.37333333,51.30333333,36.62333333,58.07333333,0.0798,40,9.861333333,#DIV/0!,0,0,25.43666667,15.05333333,241.99,1012.17,44.86,9.46,174.9833333,15.13666667,6.033333333
2021,5,Spring,49003,71.49677419,50.57419355,61.00322581,71.30322581,49.12580645,60.33225806,45.50967742,60.9516129,0.103645161,38.70967742,12.76870968,#DIV/0!,0,0,22.97096774,13.65806452,212.1967742,1017.664516,40.19354839,9.435483871,313.4,27.27096774,6.903225806
2021,6,Summer,57021,82.00333333,62.34666667,72.37,84.33666667,62.34666667,73.35666667,61.90333333,72.64,0.095566667,40,8.749666667,#DIV/0!,0,0,21.74666667,11.70333333,213.4733333,1015.426667,33.74,9.473333333,98.03,7.863333333,3.166666667
2021,7,Summer,68648,84.09677419,67.36774194,75.41612903,86.98387097,67.36774194,76.46451613,66.56451613,76.23870968,0.206741935,48.38709677,9.811935484,#DIV/0!,0,0,22.43548387,11.04193548,237.3322581,1014.083871,37.53548387,8.738709677,246.4967742,21.29677419,7.677419355
2021,8,Summer,71415,84.24516129,68.45806452,75.68709677,87.77419355,68.45806452,76.92580645,67.54516129,77.89354839,0.164709677,41.93548387,11.15645161,#DIV/0!,0,0,20.81935484,11.72580645,190.1806452,1016.387097,41.60967742,9.438709677,541.6258065,47.21935484,7
2021,9,Fall,50381,76.94,60.20333333,68.46666667,77.63,60.20333333,68.66666667,59.87666667,76.48666667,0.256333333,36.66666667,9.166333333,#DIV/0!,0,0,22.75,12.36666667,220.3933333,1015.256667,35.50333333,9.45,184.47,15.96,6.366666667
2021,10,Fall,52688,68.8483871,53.69032258,60.88387097,68.89354839,52.87741935,60.76451613,54.53870968,81.33548387,0.092741935,38.70967742,10.75290323,#DIV/0!,0,0,21.83225806,11.66129032,194.5516129,1014.245161,54.01290323,9.206451613,79.27096774,6.764516129,3.64516129
2021,11,Fall,133730,52.55666667,34.24333333,43.43666667,50.98,29.81333333,40.68666667,32.59333333,67.75333333,0.021333333,26.66666667,5.277666667,#DIV/0!,0,0.01,21.3,12.75,250.9933333,1018.626667,30.27,9.696666667,97.51333333,8.353333333,3.466666667
2021,12,Winter,161278,48.36129032,35.07419355,41.73870968,46.9483871,30.53870968,38.93225806,31.26774194,68.91290323,0.040709677,48.38709677,9.946451613,#DIV/0!,0,0.012903226,22.16129032,12.13548387,232.6258065,1016.945161,45.83548387,8.783870968,69.21290323,5.903225806,2.387096774
2022,1,Winter,246721,36.24516129,20.18387097,28.5483871,31.7516129,11.0483871,21.97741935,17.22258065,64.3483871,0.081935484,38.70967742,11.96258065,#DIV/0!,0.196774194,0.358064516,25.20322581,14.49032258,237.7419355,1017.987097,38.25483871,8.929032258,68.13548387,5.94516129,3.032258065
2022,2,Winter,173370,45.4,25.80714286,35.79642857,42.17142857,19.24285714,31.19642857,24.01785714,65.375,0.085821429,32.14285714,13.98785714,#DIV/0!,0.096428571,0.171428571,25.21428571,15.45714286,218.0535714,1021.975,38.17142857,8.617857143,107.1892857,9.135714286,4.607142857
2022,3,Spring,119456,52.90322581,34.61290323,44.28064516,50.96451613,29.73548387,40.80322581,30.3516129,61.66129032,0.067645161,38.70967742,8.333225806,#DIV/0!,0.070967742,0.041935484,27.28064516,15.85483871,221.6612903,1015.616129,45.08064516,8.912903226,144.1258065,12.39032258,5.451612903
2022,4,Spring,73825,59.86333333,42.35333333,51.08,59.20333333,38.49,48.94333333,35.26666667,59.03333333,0.1898,46.66666667,12.361,#DIV/0!,0,0,27.77333333,15.92333333,225.8166667,1015.583333,46.95333333,9.393333333,192.0833333,16.68333333,5.7
2022,5,Spring,56163,72.87741935,54.45806452,63.23225806,73.17096774,53.20322581,62.95483871,52.38387097,72.13225806,0.188580645,45.16129032,14.11322581,#DIV/0!,0,0,24.19677419,13.52258065,165.5064516,1016.390323,53.26129032,8.606451613,276.4516129,24.26451613,4.838709677
2022,6,Summer,55953,79.39,61.10666667,70.27333333,79.65666667,61.10666667,70.33333333,57.55,67.7,0.0823,40,8.611333333,#DIV/0!,0,0,20.88333333,11.89333333,222.4933333,1013.963333,35.71666667,9.383333333,185.5066667,16.25333333,5.666666667
2022,7,Summer,83748,87.99032258,69.62258065,78.71290323,89.47096774,69.62258065,79.58709677,64.76451613,65.59677419,0.035064516,38.70967742,4.57,#DIV/0!,0,0,20.48387097,12,224.9419355,1013.451613,29.30645161,9.670967742,286.6258065,24.58709677,6.35483871
2022,8,Summer,82487,86.8516129,67.92258065,76.95483871,88.40322581,67.92258065,77.82903226,63.95806452,67.70967742,0.09216129,38.70967742,5.914516129,#DIV/0!,0,0,20.90967742,15.11290323,215.8516129,1015.180645,29.56451613,9.616129032,302.7451613,26.16451613,5.709677419
2022,9,Fall,59212,76.36,58.58,67.15,76.59,58.03333333,67.14333333,56.19333333,70.74333333,0.0641,36.66666667,8.055666667,#DIV/0!,0,0,20.69333333,11.71,192.1166667,1015.64,30.59333333,9.543333333,177.6266667,15.32333333,6.766666667
2022,10,Fall,72656,62.62258065,44.63548387,53.59677419,62.62258065,42.77096774,52.89677419,45.23225806,76.59354839,0.181548387,45.16129032,17.06967742,#DIV/0!,0,0,22.03548387,12.23548387,176.8903226,1017.296774,42.26774194,8.696774194,134.7516129,11.63225806,3.741935484
2022,11,Fall,110000,56.75,38.68,47.42333333,55.22666667,35.41,44.99333333,36.07666667,67.38666667,0.0884,36.66666667,8.333666667,#DIV/0!,0,0,24.43666667,13.79,213.31,1020.383333,33.42,9.26,85.16,7.3,3.933333333
2022,12,Winter,169642,42.91612903,27.86451613,35.52580645,39.08709677,21.48709677,30.59354839,25.72580645,68.9483871,0.122774194,29.03225806,13.30677419,#DIV/0!,0.012903226,0.006451613,22.30645161,12.97419355,226.5451613,1020.532258,40.69677419,8.758064516,52.75483871,4.532258065,2.322580645
2023,1,Winter,149577,47.62903226,34.43870968,40.86129032,45.19677419,29.67419355,37.19032258,32.00967742,72.30322581,0.109451613,45.16129032,13.0383871,#DIV/0!,0,0,19.77096774,12.62580645,239.8548387,1014.858065,61.96129032,8.932258065,52.73870968,4.564516129,2.612903226
2023,2,Winter,131414,48.11428571,29.51785714,39.08571429,46.26071429,23.44642857,35.125,26.26071429,62.93571429,0.050571429,35.71428571,7.143214286,#DIV/0!,0.017857143,0.010714286,25.39285714,15.14285714,211.8035714,1017.007143,33.36071429,8.871428571,92.525,7.939285714,4.571428571
2023,3,Spring,124701,51.35806452,34.13225806,42.49354839,49.27741935,28.84193548,38.47419355,27.98064516,60.4516129,0.080129032,48.38709677,11.15645161,#DIV/0!,0.029032258,0,25.83870968,15.74193548,241.5967742,1014.925806,44.33548387,8.958064516,143.1387097,12.37741935,5.677419355
2023,4,Spring,61148,65.41,45.54333333,55.56,65.19666667,43.19666667,54.59666667,41.05,63.07,0.158133333,40,12.08333333,#DIV/0!,0,0,23.15,14.75,206.0033333,1015.616667,41.05333333,8.823333333,191.7466667,16.57666667,7.233333333
2023,5,Spring,50632,70.7,48.77741935,60.26129032,70.62258065,47.59032258,59.91935484,43.87096774,58.45806452,0.020709677,25.80645161,4.972580645,#DIV/0!,0,0,18.38064516,12.20967742,194.2451613,1015.912903,24.79354839,9.629032258,222.1129032,19.16129032,7.064516129
2023,6,Summer,60271,78.13333333,58.39666667,68.05666667,78.2,58.35333333,68.05666667,55.25666667,66.91333333,0.124133333,36.66666667,7.500333333,#DIV/0!,0,0,22.63666667,12.70666667,192.71,1010.263333,46.37,8.123333333,201.2933333,17.34333333,7.2
2023,7,Summer,85067,86.07741935,68.58064516,76.8516129,89.50322581,68.58064516,78.03548387,67.09032258,74.09677419,0.124580645,54.83870968,10.88709677,#DIV/0!,0,0,18.68387097,11.21935484,220.0548387,1012.164516,34.03225806,8.580645161,597.8096774,50.60645161,6.225806452
2023,8,Summer,70279,81.07419355,65.40322581,72.87741935,82.4483871,65.40322581,73.2516129,62.86129032,72.99032258,0.106967742,51.61290323,9.139354839,#DIV/0!,0,0,19.37419355,11.09677419,215.1516129,1012.732258,43.47741935,9.512903226,168.8548387,14.61612903,5.387096774
2023,9,Fall,59983,75.92333333,59.97333333,67.25333333,77.26666667,59.97333333,67.69,58.99666667,77.31,0.183633333,46.66666667,19.30566667,#DIV/0!,0,0,20.95666667,12.98666667,185.1466667,1016.76,41.71333333,9.013333333,82.68,7.146666667,3.6
2023,10,Fall,70668,66.8516129,48.96451613,57.55806452,66.87096774,47.5483871,57.10645161,48.89677419,75.0483871,0.035774194,32.25806452,6.989677419,#DIV/0!,0,0,17.76774194,10.79354839,230.7516129,1013.793548,40.01612903,9.309677419,108.3354839,9.325806452,4.161290323
2023,11,Fall,126884,52.53666667,33.40333333,43.15,51.19666667,29.78,40.60333333,31.45333333,65.31333333,0.076166667,23.33333333,5.417,#DIV/0!,0,0,19.89,12.09666667,264.27,1019.59,26.18,9.57,60.88,5.276666667,2.633333333
2023,12,Winter,154293,47.5516129,34.68709677,41.30645161,45.85483871,30.41612903,38.45483871,33.11612903,74.35806452,0.235064516,32.25806452,14.38225806,#DIV/0!,0.003225806,0,17.98709677,10.80967742,189.9548387,1019.16129,57.13548387,8.322580645,39.18064516,3.374193548,2.322580645
2024,1,Winter,181602,40.43225806,28.24193548,34.42258065,37.12903226,21.96129032,29.50967742,25.52580645,71.61935484,0.173612903,48.38709677,17.33870968,#DIV/0!,0.241935484,0.65483871,24.99354839,12.9483871,220.4032258,1016.774194,59.72258065,8.306451613,43.29677419,3.738709677,2.677419355
2024,2,Winter,141168,45.63793103,29.76896552,37.76551724,42.8137931,23.85862069,33.71724138,25.58965517,63.64482759,0.045655172,34.48275862,8.764137931,#DIV/0!,0.182758621,0.193103448,22.25517241,12.1,234.1655172,1015.237931,32.27586207,9.372413793,104.437931,9.075862069,4.793103448
2024,3,Spring,111151,54.33548387,38.15483871,46.03225806,53.23548387,32.21612903,42.60645161,32.36774194,62.55806452,0.230935484,32.25806452,13.70935484,#DIV/0!,0,0,27.51290323,15.82903226,212.5290323,1014.712903,49.83225806,9.103225806,139.3548387,12.00967742,5.806451613
2024,4,Spring,75042,62.14666667,44.09666667,53.15666667,61.72,41.02333333,51.59,40.35333333,65.57666667,0.1298,46.66666667,14.584,#DIV/0!,0,0,26.89333333,14.87666667,197.73,1013.786667,50.66,9.17,169.4166667,14.62,6.566666667
2024,5,Spring,57493,72.41612903,55.33225806,63.59677419,72.38709677,54.73548387,63.34193548,54.00967742,74.33870968,0.095935484,54.83870968,15.32322581,#DIV/0!,0,0,22.21290323,12.54193548,184.9,1012.374194,53.16774194,9.15483871,188.5548387,16.2483871,7.225806452
2024,6,Summer,70164,84.43666667,64.29333333,74.37666667,85.99666667,64.29333333,74.93,59.47666667,62.58666667,0.0417,26.66666667,5,#DIV/0!,0,0,24.25666667,13.38333333,232.25,1013.32,31.26,9.75,236.1866667,20.44666667,8.9
2024,7,Summer,86286,87.86774194,69.64193548,78.43548387,91.2,69.64193548,80.01290323,66.61612903,69.64516129,0.085387097,51.61290323,6.317419355,#DIV/0!,0,0,22.43225806,11.86451613,201.1580645,1014.935484,33.76774194,9.709677419,166.1548387,14.30322581,7.129032258
2024,8,Summer,73982,82.81290323,65.00322581,73.49032258,84.81935484,65.00322581,74.11290323,63.51612903,73.56451613,0.165064516,41.93548387,11.15645161,#DIV/0!,0,0,21.6516129,11.81935484,229.8193548,1015.606452,38.47419355,9.45483871,189.5129032,16.36129032,7.741935484
2024,9,Fall,56514,75.73333333,58.19666667,66.51333333,75.8,58.16333333,66.53666667,56.81666667,74.06,0.004466667,30,6.111666667,#DIV/0!,0,0,20.30333333,11.31333333,99.02666667,1018.49,44.17,9.406666667,146.8866667,12.68666667,5.766666667
2024,10,Fall,56688,70.51612903,46.4483871,58.11935484,70.42258065,44.97096774,57.66129032,42.02903226,58.78387097,0,0,0,#DIV/0!,0,0,20.93225806,12.16451613,240.0774194,1019.109677,17.68709677,9.777419355,135.216129,11.69354839,6.225806452
2024,11,Fall,96312,57.97333333,40.04,48.99333333,57.16333333,36.3,46.76,35.63,62.72,0.074233333,30,7.916666667,#DIV/0!,0,0,25.24,13.89,243.31,1015.23,30.85333333,9.603333333,76.86333333,6.676666667,4
2024,12,Winter,165468,42.62580645,27.9,35.73225806,39.60645161,21.90645161,31.43225806,25.81290323,69.1483871,0.109516129,48.38709677,14.38193548,#DIV/0!,0.070967742,0.080645161,23.57096774,12.5516129,228.0516129,1021.706452,45.84193548,8.583870968,47.11935484,4.074193548,2.709677419
